competencia,uf,tipo_estabelecimento,natureza_juridica,qtd_estabelecimentos
2025-01,BR,CAPS,Privado,1019
2025-01,SP,CAPS,Privado,224
2025-01,RJ,CAPS,Privado,93
2025-01,MG,CAPS,Privado,106
2025-01,BA,CAPS,Privado,71
2025-01,RS,CAPS,Privado,61
2025-04,BR,CAPS,P<c3><ba>blico,1187
2025-04,SP,CAPS,P<c3><ba>blico,259
2025-04,RJ,CAPS,P<c3><ba>blico,108
2025-04,MG,CAPS,P<c3><ba>blico,122
2025-04,BA,CAPS,P<c3><ba>blico,82
2025-04,RS,CAPS,P<c3><ba>blico,72
2025-04,BR,CAPS,Filantr<c3><b3>pico,750
2025-04,SP,CAPS,Filantr<c3><b3>pico,161
2025-04,RJ,CAPS,Filantr<c3><b3>pico,68
2025-04,MG,CAPS,Filantr<c3><b3>pico,75
2025-04,BA,CAPS,Filantr<c3><b3>pico,51
2025-04,RS,CAPS,Filantr<c3><b3>pico,43
2025-04,BR,CAPS,Privado,1042
2025-04,SP,CAPS,Privado,228
2025-04,RJ,CAPS,Privado,93
2025-04,MG,CAPS,Privado,104
2025-04,BA,CAPS,Privado,73
2025-04,RS,CAPS,Privado,62
2025-07,BR,CAPS,P<c3><ba>blico,1185
2025-07,SP,CAPS,P<c3><ba>blico,261
2025-07,RJ,CAPS,P<c3><ba>blico,108
2025-07,MG,CAPS,P<c3><ba>blico,119
2025-07,BA,CAPS,P<c3><ba>blico,83
2025-07,RS,CAPS,P<c3><ba>blico,72
2025-07,BR,CAPS,Filantr<c3><b3>pico,751
2025-07,SP,CAPS,Filantr<c3><b3>pico,168
2025-07,RJ,CAPS,Filantr<c3><b3>pico,67
2025-07,MG,CAPS,Filantr<c3><b3>pico,75
2025-07,BA,CAPS,Filantr<c3><b3>pico,52
2025-07,RS,CAPS,Filantr<c3><b3>pico,46
2025-07,BR,CAPS,Privado,1065
2025-07,SP,CAPS,Privado,229
2025-07,RJ,CAPS,Privado,93
2025-07,MG,CAPS,Privado,103
2025-07,BA,CAPS,Privado,73
2025-07,RS,CAPS,Privado,63
2018-01,BR,Policl<c3><ad>nica,P<c3><ba>blico,1277
2018-01,SP,Policl<c3><ad>nica,P<c3><ba>blico,291
2018-01,RJ,Policl<c3><ad>nica,P<c3><ba>blico,113
2018-01,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2018-01,BA,Policl<c3><ad>nica,P<c3><ba>blico,91
2018-01,RS,Policl<c3><ad>nica,P<c3><ba>blico,77
2018-01,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,801
2018-01,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,176
2018-01,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,72
2018-01,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,80
2018-01,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,55
2018-01,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,49
2018-01,BR,Policl<c3><ad>nica,Privado,1123
2018-01,SP,Policl<c3><ad>nica,Privado,243
2018-01,RJ,Policl<c3><ad>nica,Privado,103
2018-01,MG,Policl<c3><ad>nica,Privado,113
2018-01,BA,Policl<c3><ad>nica,Privado,79
2018-01,RS,Policl<c3><ad>nica,Privado,67
2018-04,BR,Policl<c3><ad>nica,P<c3><ba>blico,1270
2018-04,SP,Policl<c3><ad>nica,P<c3><ba>blico,289
2018-04,RJ,Policl<c3><ad>nica,P<c3><ba>blico,118
2018-04,MG,Policl<c3><ad>nica,P<c3><ba>blico,130
2018-04,BA,Policl<c3><ad>nica,P<c3><ba>blico,90
2018-04,RS,Policl<c3><ad>nica,P<c3><ba>blico,78
2018-04,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,798
2018-04,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,174
2018-04,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,71
2018-04,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,83
2018-04,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2018-04,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,48
2018-04,BR,Policl<c3><ad>nica,Privado,1109
2018-04,SP,Policl<c3><ad>nica,Privado,248
2018-04,RJ,Policl<c3><ad>nica,Privado,99
2018-04,MG,Policl<c3><ad>nica,Privado,109
2018-04,BA,Policl<c3><ad>nica,Privado,79
2018-04,RS,Policl<c3><ad>nica,Privado,65
2018-07,BR,Policl<c3><ad>nica,P<c3><ba>blico,1275
2018-07,SP,Policl<c3><ad>nica,P<c3><ba>blico,280
2018-07,RJ,Policl<c3><ad>nica,P<c3><ba>blico,116
2018-07,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2018-07,BA,Policl<c3><ad>nica,P<c3><ba>blico,90
2018-07,RS,Policl<c3><ad>nica,P<c3><ba>blico,78
2018-07,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,796
2018-07,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,177
2018-07,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,71
2018-07,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,82
2018-07,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,55
2018-07,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,47
2018-07,BR,Policl<c3><ad>nica,Privado,1162
2018-07,SP,Policl<c3><ad>nica,Privado,250
2018-07,RJ,Policl<c3><ad>nica,Privado,100
2018-07,MG,Policl<c3><ad>nica,Privado,112
2018-07,BA,Policl<c3><ad>nica,Privado,80
2018-07,RS,Policl<c3><ad>nica,Privado,67
2018-10,BR,Policl<c3><ad>nica,P<c3><ba>blico,1295
2018-10,SP,Policl<c3><ad>nica,P<c3><ba>blico,282
2018-10,RJ,Policl<c3><ad>nica,P<c3><ba>blico,117
2018-10,MG,Policl<c3><ad>nica,P<c3><ba>blico,128
2018-10,BA,Policl<c3><ad>nica,P<c3><ba>blico,90
2018-10,RS,Policl<c3><ad>nica,P<c3><ba>blico,76
2018-10,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,807
2018-10,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,175
2018-10,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,73
2018-10,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,80
2018-10,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,56
2018-10,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,47
2018-10,BR,Policl<c3><ad>nica,Privado,1125
2018-10,SP,Policl<c3><ad>nica,Privado,246
2018-10,RJ,Policl<c3><ad>nica,Privado,102
2018-10,MG,Policl<c3><ad>nica,Privado,113
2018-10,BA,Policl<c3><ad>nica,Privado,79
2018-10,RS,Policl<c3><ad>nica,Privado,69
2019-01,BR,Policl<c3><ad>nica,P<c3><ba>blico,1319
2019-01,SP,Policl<c3><ad>nica,P<c3><ba>blico,282
2019-01,RJ,Policl<c3><ad>nica,P<c3><ba>blico,118
2019-01,MG,Policl<c3><ad>nica,P<c3><ba>blico,124
2019-01,BA,Policl<c3><ad>nica,P<c3><ba>blico,90
2019-01,RS,Policl<c3><ad>nica,P<c3><ba>blico,79
2019-01,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,815
2019-01,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,175
2019-01,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,74
2019-01,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,80
2019-01,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,56
2019-01,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,48
2019-01,BR,Policl<c3><ad>nica,Privado,1133
2019-01,SP,Policl<c3><ad>nica,Privado,252
2019-01,RJ,Policl<c3><ad>nica,Privado,102
2019-01,MG,Policl<c3><ad>nica,Privado,114
2019-01,BA,Policl<c3><ad>nica,Privado,79
2019-01,RS,Policl<c3><ad>nica,Privado,68
2019-04,BR,Policl<c3><ad>nica,P<c3><ba>blico,1283
2019-04,SP,Policl<c3><ad>nica,P<c3><ba>blico,285
2019-04,RJ,Policl<c3><ad>nica,P<c3><ba>blico,118
2019-04,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2019-04,BA,Policl<c3><ad>nica,P<c3><ba>blico,95
2019-04,RS,Policl<c3><ad>nica,P<c3><ba>blico,77
2019-04,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,824
2019-04,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,177
2019-04,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,72
2019-04,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,82
2019-04,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2019-04,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,48
2019-04,BR,Policl<c3><ad>nica,Privado,1117
2019-04,SP,Policl<c3><ad>nica,Privado,244
2019-04,RJ,Policl<c3><ad>nica,Privado,102
2019-04,MG,Policl<c3><ad>nica,Privado,113
2019-04,BA,Policl<c3><ad>nica,Privado,81
2019-04,RS,Policl<c3><ad>nica,Privado,67
2019-07,BR,Policl<c3><ad>nica,P<c3><ba>blico,1307
2019-07,SP,Policl<c3><ad>nica,P<c3><ba>blico,292
2019-07,RJ,Policl<c3><ad>nica,P<c3><ba>blico,122
2019-07,MG,Policl<c3><ad>nica,P<c3><ba>blico,129
2019-07,BA,Policl<c3><ad>nica,P<c3><ba>blico,90
2019-07,RS,Policl<c3><ad>nica,P<c3><ba>blico,77
2019-07,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,814
2019-07,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,180
2019-07,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,77
2019-07,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,82
2019-07,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,56
2019-07,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,49
2019-07,BR,Policl<c3><ad>nica,Privado,1147
2019-07,SP,Policl<c3><ad>nica,Privado,252
2019-07,RJ,Policl<c3><ad>nica,Privado,104
2019-07,MG,Policl<c3><ad>nica,Privado,113
2019-07,BA,Policl<c3><ad>nica,Privado,79
2019-07,RS,Policl<c3><ad>nica,Privado,67
2019-10,BR,Policl<c3><ad>nica,P<c3><ba>blico,1316
2019-10,SP,Policl<c3><ad>nica,P<c3><ba>blico,289
2019-10,RJ,Policl<c3><ad>nica,P<c3><ba>blico,116
2019-10,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2019-10,BA,Policl<c3><ad>nica,P<c3><ba>blico,91
2019-10,RS,Policl<c3><ad>nica,P<c3><ba>blico,78
2019-10,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,827
2019-10,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,181
2019-10,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,73
2019-10,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,80
2019-10,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2019-10,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,48
2019-10,BR,Policl<c3><ad>nica,Privado,1110
2019-10,SP,Policl<c3><ad>nica,Privado,258
2019-10,RJ,Policl<c3><ad>nica,Privado,104
2019-10,MG,Policl<c3><ad>nica,Privado,116
2019-10,BA,Policl<c3><ad>nica,Privado,81
2019-10,RS,Policl<c3><ad>nica,Privado,68
2020-01,BR,Policl<c3><ad>nica,P<c3><ba>blico,1321
2020-01,SP,Policl<c3><ad>nica,P<c3><ba>blico,293
2020-01,RJ,Policl<c3><ad>nica,P<c3><ba>blico,119
2020-01,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2020-01,BA,Policl<c3><ad>nica,P<c3><ba>blico,92
2020-01,RS,Policl<c3><ad>nica,P<c3><ba>blico,78
2020-01,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,842
2020-01,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,181
2020-01,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,72
2020-01,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,83
2020-01,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2020-01,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,49
2020-01,BR,Policl<c3><ad>nica,Privado,1161
2020-01,SP,Policl<c3><ad>nica,Privado,260
2020-01,RJ,Policl<c3><ad>nica,Privado,103
2020-01,MG,Policl<c3><ad>nica,Privado,114
2020-01,BA,Policl<c3><ad>nica,Privado,80
2020-01,RS,Policl<c3><ad>nica,Privado,69
2020-04,BR,Policl<c3><ad>nica,P<c3><ba>blico,1337
2020-04,SP,Policl<c3><ad>nica,P<c3><ba>blico,287
2020-04,RJ,Policl<c3><ad>nica,P<c3><ba>blico,118
2020-04,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2020-04,BA,Policl<c3><ad>nica,P<c3><ba>blico,93
2020-04,RS,Policl<c3><ad>nica,P<c3><ba>blico,80
2020-04,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,844
2020-04,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,178
2020-04,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,74
2020-04,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,80
2020-04,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2020-04,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,49
2020-04,BR,Policl<c3><ad>nica,Privado,1139
2020-04,SP,Policl<c3><ad>nica,Privado,258
2020-04,RJ,Policl<c3><ad>nica,Privado,104
2020-04,MG,Policl<c3><ad>nica,Privado,115
2020-04,BA,Policl<c3><ad>nica,Privado,80
2020-04,RS,Policl<c3><ad>nica,Privado,69
2020-07,BR,Policl<c3><ad>nica,P<c3><ba>blico,1310
2020-07,SP,Policl<c3><ad>nica,P<c3><ba>blico,300
2020-07,RJ,Policl<c3><ad>nica,P<c3><ba>blico,120
2020-07,MG,Policl<c3><ad>nica,P<c3><ba>blico,135
2020-07,BA,Policl<c3><ad>nica,P<c3><ba>blico,91
2020-07,RS,Policl<c3><ad>nica,P<c3><ba>blico,80
2020-07,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,842
2020-07,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,180
2020-07,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,75
2020-07,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,83
2020-07,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,56
2020-07,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,50
2020-07,BR,Policl<c3><ad>nica,Privado,1174
2020-07,SP,Policl<c3><ad>nica,Privado,263
2020-07,RJ,Policl<c3><ad>nica,Privado,104
2020-07,MG,Policl<c3><ad>nica,Privado,115
2020-07,BA,Policl<c3><ad>nica,Privado,79
2020-07,RS,Policl<c3><ad>nica,Privado,68
2020-10,BR,Policl<c3><ad>nica,P<c3><ba>blico,1354
2020-10,SP,Policl<c3><ad>nica,P<c3><ba>blico,301
2020-10,RJ,Policl<c3><ad>nica,P<c3><ba>blico,120
2020-10,MG,Policl<c3><ad>nica,P<c3><ba>blico,132
2020-10,BA,Policl<c3><ad>nica,P<c3><ba>blico,93
2020-10,RS,Policl<c3><ad>nica,P<c3><ba>blico,79
2020-10,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,827
2020-10,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,185
2020-10,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,75
2020-10,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,81
2020-10,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,58
2020-10,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,51
2020-10,BR,Policl<c3><ad>nica,Privado,1163
2020-10,SP,Policl<c3><ad>nica,Privado,249
2020-10,RJ,Policl<c3><ad>nica,Privado,107
2020-10,MG,Policl<c3><ad>nica,Privado,117
2020-10,BA,Policl<c3><ad>nica,Privado,82
2020-10,RS,Policl<c3><ad>nica,Privado,68
2021-01,BR,Policl<c3><ad>nica,P<c3><ba>blico,1337
2021-01,SP,Policl<c3><ad>nica,P<c3><ba>blico,296
2021-01,RJ,Policl<c3><ad>nica,P<c3><ba>blico,119
2021-01,MG,Policl<c3><ad>nica,P<c3><ba>blico,131
2021-01,BA,Policl<c3><ad>nica,P<c3><ba>blico,92
2021-01,RS,Policl<c3><ad>nica,P<c3><ba>blico,79
2021-01,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,827
2021-01,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,186
2021-01,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,74
2021-01,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,84
2021-01,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,58
2021-01,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,50
2021-01,BR,Policl<c3><ad>nica,Privado,1174
2021-01,SP,Policl<c3><ad>nica,Privado,263
2021-01,RJ,Policl<c3><ad>nica,Privado,105
2021-01,MG,Policl<c3><ad>nica,Privado,119
2021-01,BA,Policl<c3><ad>nica,Privado,82
2021-01,RS,Policl<c3><ad>nica,Privado,69
2021-04,BR,Policl<c3><ad>nica,P<c3><ba>blico,1341
2021-04,SP,Policl<c3><ad>nica,P<c3><ba>blico,284
2021-04,RJ,Policl<c3><ad>nica,P<c3><ba>blico,118
2021-04,MG,Policl<c3><ad>nica,P<c3><ba>blico,134
2021-04,BA,Policl<c3><ad>nica,P<c3><ba>blico,94
2021-04,RS,Policl<c3><ad>nica,P<c3><ba>blico,82
2021-04,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,837
2021-04,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,183
2021-04,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,75
2021-04,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,84
2021-04,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,58
2021-04,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,52
2021-04,BR,Policl<c3><ad>nica,Privado,1176
2021-04,SP,Policl<c3><ad>nica,Privado,253
2021-04,RJ,Policl<c3><ad>nica,Privado,106
2021-04,MG,Policl<c3><ad>nica,Privado,115
2021-04,BA,Policl<c3><ad>nica,Privado,82
2021-04,RS,Policl<c3><ad>nica,Privado,71
2021-07,BR,Policl<c3><ad>nica,P<c3><ba>blico,1370
2021-07,SP,Policl<c3><ad>nica,P<c3><ba>blico,292
2021-07,RJ,Policl<c3><ad>nica,P<c3><ba>blico,119
2021-07,MG,Policl<c3><ad>nica,P<c3><ba>blico,132
2021-07,BA,Policl<c3><ad>nica,P<c3><ba>blico,94
2021-07,RS,Policl<c3><ad>nica,P<c3><ba>blico,81
2021-07,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,843
2021-07,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,187
2021-07,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,76
2021-07,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,82
2021-07,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,58
2021-07,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,51
2021-07,BR,Policl<c3><ad>nica,Privado,1175
2021-07,SP,Policl<c3><ad>nica,Privado,269
2021-07,RJ,Policl<c3><ad>nica,Privado,105
2021-07,MG,Policl<c3><ad>nica,Privado,117
2021-07,BA,Policl<c3><ad>nica,Privado,82
2021-07,RS,Policl<c3><ad>nica,Privado,69
2021-10,BR,Policl<c3><ad>nica,P<c3><ba>blico,1346
2021-10,SP,Policl<c3><ad>nica,P<c3><ba>blico,294
2021-10,RJ,Policl<c3><ad>nica,P<c3><ba>blico,119
2021-10,MG,Policl<c3><ad>nica,P<c3><ba>blico,133
2021-10,BA,Policl<c3><ad>nica,P<c3><ba>blico,91
2021-10,RS,Policl<c3><ad>nica,P<c3><ba>blico,78
2021-10,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,821
2021-10,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,185
2021-10,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,76
2021-10,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,85
2021-10,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,60
2021-10,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,50
2021-10,BR,Policl<c3><ad>nica,Privado,1197
2021-10,SP,Policl<c3><ad>nica,Privado,253
2021-10,RJ,Policl<c3><ad>nica,Privado,105
2021-10,MG,Policl<c3><ad>nica,Privado,117
2021-10,BA,Policl<c3><ad>nica,Privado,84
2021-10,RS,Policl<c3><ad>nica,Privado,70
2022-01,BR,Policl<c3><ad>nica,P<c3><ba>blico,1356
2022-01,SP,Policl<c3><ad>nica,P<c3><ba>blico,296
2022-01,RJ,Policl<c3><ad>nica,P<c3><ba>blico,121
2022-01,MG,Policl<c3><ad>nica,P<c3><ba>blico,133
2022-01,BA,Policl<c3><ad>nica,P<c3><ba>blico,96
2022-01,RS,Policl<c3><ad>nica,P<c3><ba>blico,80
2022-01,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,857
2022-01,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,186
2022-01,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,75
2022-01,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,84
2022-01,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,59
2022-01,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,50
2022-01,BR,Policl<c3><ad>nica,Privado,1186
2022-01,SP,Policl<c3><ad>nica,Privado,259
2022-01,RJ,Policl<c3><ad>nica,Privado,109
2022-01,MG,Policl<c3><ad>nica,Privado,119
2022-01,BA,Policl<c3><ad>nica,Privado,84
2022-01,RS,Policl<c3><ad>nica,Privado,71
2022-04,BR,Policl<c3><ad>nica,P<c3><ba>blico,1374
2022-04,SP,Policl<c3><ad>nica,P<c3><ba>blico,299
2022-04,RJ,Policl<c3><ad>nica,P<c3><ba>blico,124
2022-04,MG,Policl<c3><ad>nica,P<c3><ba>blico,134
2022-04,BA,Policl<c3><ad>nica,P<c3><ba>blico,92
2022-04,RS,Policl<c3><ad>nica,P<c3><ba>blico,84
2022-04,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,870
2022-04,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,185
2022-04,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,78
2022-04,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,81
2022-04,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2022-04,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,49
2022-04,BR,Policl<c3><ad>nica,Privado,1169
2022-04,SP,Policl<c3><ad>nica,Privado,264
2022-04,RJ,Policl<c3><ad>nica,Privado,106
2022-04,MG,Policl<c3><ad>nica,Privado,118
2022-04,BA,Policl<c3><ad>nica,Privado,83
2022-04,RS,Policl<c3><ad>nica,Privado,71
2022-07,BR,Policl<c3><ad>nica,P<c3><ba>blico,1361
2022-07,SP,Policl<c3><ad>nica,P<c3><ba>blico,301
2022-07,RJ,Policl<c3><ad>nica,P<c3><ba>blico,121
2022-07,MG,Policl<c3><ad>nica,P<c3><ba>blico,134
2022-07,BA,Policl<c3><ad>nica,P<c3><ba>blico,95
2022-07,RS,Policl<c3><ad>nica,P<c3><ba>blico,83
2022-07,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,868
2022-07,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,186
2022-07,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,75
2022-07,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,84
2022-07,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,57
2022-07,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,52
2022-07,BR,Policl<c3><ad>nica,Privado,1178
2022-07,SP,Policl<c3><ad>nica,Privado,268
2022-07,RJ,Policl<c3><ad>nica,Privado,107
2022-07,MG,Policl<c3><ad>nica,Privado,117
2022-07,BA,Policl<c3><ad>nica,Privado,81
2022-07,RS,Policl<c3><ad>nica,Privado,70
2022-10,BR,Policl<c3><ad>nica,P<c3><ba>blico,1394
2022-10,SP,Policl<c3><ad>nica,P<c3><ba>blico,299
2022-10,RJ,Policl<c3><ad>nica,P<c3><ba>blico,123
2022-10,MG,Policl<c3><ad>nica,P<c3><ba>blico,140
2022-10,BA,Policl<c3><ad>nica,P<c3><ba>blico,97
2022-10,RS,Policl<c3><ad>nica,P<c3><ba>blico,83
2022-10,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,868
2022-10,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,185
2022-10,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,77
2022-10,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,84
2022-10,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,59
2022-10,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,51
2022-10,BR,Policl<c3><ad>nica,Privado,1204
2022-10,SP,Policl<c3><ad>nica,Privado,265
2022-10,RJ,Policl<c3><ad>nica,Privado,106
2022-10,MG,Policl<c3><ad>nica,Privado,118
2022-10,BA,Policl<c3><ad>nica,Privado,83
2022-10,RS,Policl<c3><ad>nica,Privado,71
2023-01,BR,Policl<c3><ad>nica,P<c3><ba>blico,1386
2023-01,SP,Policl<c3><ad>nica,P<c3><ba>blico,307
2023-01,RJ,Policl<c3><ad>nica,P<c3><ba>blico,122
2023-01,MG,Policl<c3><ad>nica,P<c3><ba>blico,135
2023-01,BA,Policl<c3><ad>nica,P<c3><ba>blico,96
2023-01,RS,Policl<c3><ad>nica,P<c3><ba>blico,80
2023-01,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,847
2023-01,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,189
2023-01,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,76
2023-01,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,87
2023-01,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,59
2023-01,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,51
2023-01,BR,Policl<c3><ad>nica,Privado,1179
2023-01,SP,Policl<c3><ad>nica,Privado,271
2023-01,RJ,Policl<c3><ad>nica,Privado,107
2023-01,MG,Policl<c3><ad>nica,Privado,121
2023-01,BA,Policl<c3><ad>nica,Privado,84
2023-01,RS,Policl<c3><ad>nica,Privado,72
2023-04,BR,Policl<c3><ad>nica,P<c3><ba>blico,1382
2023-04,SP,Policl<c3><ad>nica,P<c3><ba>blico,309
2023-04,RJ,Policl<c3><ad>nica,P<c3><ba>blico,125
2023-04,MG,Policl<c3><ad>nica,P<c3><ba>blico,136
2023-04,BA,Policl<c3><ad>nica,P<c3><ba>blico,97
2023-04,RS,Policl<c3><ad>nica,P<c3><ba>blico,82
2023-04,BR,Policl<c3><ad>nica,Filantr<c3><b3>pico,867
2023-04,SP,Policl<c3><ad>nica,Filantr<c3><b3>pico,184
2023-04,RJ,Policl<c3><ad>nica,Filantr<c3><b3>pico,77
2023-04,MG,Policl<c3><ad>nica,Filantr<c3><b3>pico,85
2023-04,BA,Policl<c3><ad>nica,Filantr<c3><b3>pico,60
2023-04,RS,Policl<c3><ad>nica,Filantr<c3><b3>pico,50
2023-04,BR,Policl<c3><ad>nica,Privado,1197
2023-04,SP,Policl<c3><ad>nica,Privado,276
